ÐòºÅ	TCPÁ÷ÐòºÅ	TCPÊý¾Ý¶ÎÐòºÅ	ÑÓÊ±	¶¶¶¯
712	2	2757922752	0.000784	0.000000
713	2	2757932972	0.000783	0.000001
714	2	2757940272	0.000778	0.000005
715	2	2757944652	0.000805	0.000027
716	2	2757949032	0.003708	0.002903
717	2	2757951952	0.222311	0.218603
718	2	2757952504	0.004910	0.217401
719	2	2757966552	0.001170	0.003740
720	2	2757976772	0.000782	0.000388
721	2	2757981152	0.000761	0.000021
722	2	2757986992	0.000759	0.000002
723	2	2757995752	0.000758	0.000001
724	2	2758003052	0.000782	0.000024
725	2	2758013272	0.001900	0.001118
726	2	2758023492	0.000975	0.000925
727	2	2758027872	0.000893	0.000082
728	2	2758036632	0.000810	0.000083
729	2	2758045392	0.001017	0.000207
730	2	2758054152	0.000786	0.000231
731	2	2758062912	0.000777	0.000009
732	2	2758068752	0.001216	0.000439
733	2	2758077512	0.002948	0.001732
734	2	2758081892	0.001328	0.001620
735	2	2758083352	0.000771	0.000557
736	2	2758086272	0.000839	0.000068
737	2	2758089192	0.000769	0.000070
738	2	2758102332	0.000764	0.000005
739	2	2758108172	0.000752	0.000012
740	2	2758114012	0.000755	0.000003
741	2	2758119852	0.000763	0.000008
742	2	2758128612	0.001443	0.000680
743	2	2758141752	0.001205	0.000238
744	2	2758151972	0.000853	0.000352
745	2	2758154892	0.000744	0.000109
746	2	2758159272	0.002208	0.001464
747	2	2758173872	0.000011	0.002197
748	2	2758176792	0.001493	0.001482
749	2	2758181172	0.001621	0.000128
750	2	2758194312	0.000831	0.000790
751	2	2758198692	0.000872	0.000041
752	2	2758203072	0.000760	0.000112
753	2	2758205992	0.001731	0.000971
754	2	2758213292	0.000771	0.000960
755	2	2758217672	0.000770	0.000001
756	2	2758223512	0.000769	0.000001
757	2	2758229352	0.000769	0.000000
758	2	2758238112	0.000771	0.000002
759	2	2758246872	0.000769	0.000002
760	2	2758252712	0.000763	0.000006
761	2	2758257092	0.001152	0.000389
762	2	2758270232	0.001271	0.000119
763	2	2758280452	0.000777	0.000494
764	2	2758287752	0.000782	0.000005
765	2	2758293592	0.000774	0.000008
766	2	2758297972	0.000783	0.000009
767	2	2758308192	0.000776	0.000007
768	2	2758316952	0.000782	0.000006
769	2	2758322792	0.000829	0.000047
770	2	2758333012	0.000800	0.000029
771	2	2758334472	0.001282	0.000482
772	2	2758346152	0.000774	0.000508
773	2	2758349072	0.000760	0.000014
774	2	2758353452	0.000761	0.000001
775	2	2758363672	0.001324	0.000563
776	2	2758373892	0.000763	0.000561
777	2	2758378272	0.001036	0.000273
778	2	2758387032	0.002088	0.001052
779	2	2758398712	0.001203	0.000885
780	2	2758408932	0.001081	0.000122
781	2	2758413312	0.000769	0.000312
782	2	2758422072	0.000768	0.000001
783	2	2758429372	0.010181	0.009413
784	2	2758443972	0.000028	0.010153
785	2	2758448352	0.008617	0.008589
786	2	2758462952	0.001855	0.006762
787	2	2758471712	0.004831	0.002976
788	2	2758486312	0.001805	0.003026
789	2	2758490692	0.000776	0.001029
790	2	2758499452	0.000777	0.000001
791	2	2758509672	0.000777	0.000000
792	2	2758514052	0.000772	0.000005
793	2	2758519892	0.000777	0.000005
794	2	2758527192	0.001167	0.000390
795	2	2758537412	0.000759	0.000408
796	2	2758541792	0.000769	0.000010
797	2	2758547632	0.000758	0.000011
798	2	2758556392	0.001391	0.000633
799	2	2758568072	0.000762	0.000629
800	2	2758573912	0.007978	0.007216
801	2	2758584132	0.001251	0.006727
802	2	2758591432	0.001952	0.000701
803	2	2758601652	0.001106	0.000846
804	2	2758604572	0.001038	0.000068
805	2	2758614792	0.001008	0.000030
806	2	2758622092	0.000741	0.000267
807	2	2758626472	0.001697	0.000956
808	2	2758641072	0.000034	0.001663
809	2	2758652752	0.001861	0.001827
810	2	2758655672	0.063841	0.061980
811	2	2758670272	0.003041	0.060800
812	2	2758683412	0.005763	0.002722
813	2	2758698012	0.000020	0.005743
814	2	2758700932	0.000747	0.000727
815	2	2758709692	0.000752	0.000005
816	2	2758718452	0.000740	0.000012
817	2	2758719912	0.042638	0.041898
818	2	2758722832	0.003179	0.039459
819	2	2758727212	0.004896	0.001717
820	2	2758733052	0.002643	0.002253
821	2	2758738892	0.001483	0.001160
822	2	2758743272	0.000742	0.000741
823	2	2758747652	0.000741	0.000001
824	2	2758752032	0.000741	0.000000
825	2	2758757872	0.000752	0.000011
826	2	2758763712	0.000745	0.000007
827	2	2758769552	0.000740	0.000005
828	2	2758773932	0.018777	0.018037
829	2	2758779772	0.000986	0.017791
830	2	2758784152	0.001183	0.000197
831	2	2758794372	0.000742	0.000441
832	2	2758798752	0.001475	0.000733
833	2	2758808972	0.000739	0.000736
834	2	2758813352	0.000739	0.000000
835	2	2758817732	0.000740	0.000001
836	2	2758825032	0.000740	0.000000
837	2	2758832332	0.000739	0.000001
838	2	2758838172	0.000739	0.000000
839	2	2758844012	0.000751	0.000012
840	2	2758848392	0.001163	0.000412
841	2	2758858612	0.000770	0.000393
842	2	2758862992	0.000889	0.000119
843	2	2758867372	0.000741	0.000148
844	2	2758873212	0.000740	0.000001
845	2	2758877592	0.001477	0.000737
846	2	2758881972	0.000748	0.000729
847	2	2758890732	0.000745	0.000003
848	2	2758895112	0.000742	0.000003
849	2	2758903872	0.000741	0.000001
850	2	2758912632	0.001198	0.000457
851	2	2758922852	0.000741	0.000457
852	2	2758927232	0.001183	0.000442
853	2	2758935992	0.000757	0.000426
854	2	2758940372	0.003061	0.002304
855	2	2758953512	0.002380	0.000681
856	2	2758968112	0.000013	0.002367
857	2	2758971032	0.000760	0.000747
858	2	2758976872	0.001208	0.000448
859	2	2758987092	0.000744	0.000464
860	2	2758991472	0.000743	0.000001
861	2	2758998772	0.000743	0.000000
862	2	2759007532	0.000740	0.000003
863	2	2759011912	0.000766	0.000026
864	2	2759016292	0.001616	0.000850
865	2	2759030892	0.000012	0.001604
866	2	2759035272	0.001478	0.001466
867	2	2759039652	0.000738	0.000740
868	2	2759041112	0.113892	0.113154
869	2	2759044032	0.113256	0.000636
870	2	2759048412	0.003346	0.109910
871	2	2759054252	0.001259	0.002087
872	2	2759060092	0.002531	0.001272
873	2	2759067392	0.000052	0.002479
874	2	2759077612	0.101150	0.101098
875	2	2759089292	0.107178	0.006028
876	2	2759102432	0.112164	0.004986
877	2	2759105352	0.099106	0.013058
878	2	2759119952	0.101860	0.002754
879	2	2759134552	0.124410	0.022550
880	2	2759149152	0.105097	0.019313
881	2	2759163752	0.003326	0.101771
882	2	2759169592	0.095593	0.092267
883	2	2759184192	0.100137	0.004544
884	2	2759198792	0.098511	0.001626
885	2	2759213392	0.000017	0.098494
886	2	2759227992	0.003197	0.003180
887	2	2759233832	0.001158	0.002039
888	2	2759236752	0.262534	0.261376
889	2	2759237304	0.001460	0.261074
890	2	2759241132	0.000023	0.001437
891	2	2759254272	0.001857	0.001834
892	2	2759263032	0.000752	0.001105
893	2	2759268872	0.000746	0.000006
894	2	2759273252	0.000754	0.000008
895	2	2759282012	0.000741	0.000013
896	2	2759287852	0.000741	0.000000
897	2	2759293692	0.000741	0.000000
898	2	2759298072	0.002804	0.002063
899	2	2759300992	0.102184	0.099380
900	2	2759315592	0.000035	0.102149
901	2	2759318512	0.101791	0.101756
902	2	2759333112	0.000028	0.101763
903	2	2759336032	0.005784	0.005756
904	2	2759350632	0.000015	0.005769
905	2	2759353552	0.002072	0.002057
906	2	2759362312	0.024762	0.022690
907	2	2759365232	0.262757	0.237995
908	2	2759365784	0.031163	0.231594
909	2	2759379832	0.005343	0.025820
910	2	2759394432	0.000015	0.005328
911	2	2759409032	0.098303	0.098288
912	2	2759423632	0.000020	0.098283
913	2	2759426552	0.002236	0.002216
914	2	2759438232	0.001254	0.000982
915	2	2759444072	0.036126	0.034872
916	2	2759458672	0.000029	0.036097
917	2	2759461592	0.119784	0.119755
918	2	2759476192	0.000077	0.119707
919	2	2759482032	0.103755	0.103678
920	2	2759496632	0.000016	0.103739
921	2	2759502472	0.096870	0.096854
922	2	2759508312	0.001306	0.095564
923	2	2759511232	0.000067	0.001239
924	2	2759525832	0.004864	0.004797
925	2	2759540432	0.000016	0.004848
926	2	2759543352	0.001506	0.001490
927	2	2759547732	0.000875	0.000631
928	2	2759557952	0.000782	0.000093
929	2	2759566712	0.000759	0.000023
930	2	2759569632	0.000777	0.000018
931	2	2759572552	0.001653	0.000876
932	2	2759579852	0.000770	0.000883
933	2	2759587152	0.000744	0.000026
934	2	2759591532	0.000745	0.000001
935	2	2759600292	0.000744	0.000001
936	2	2759604672	0.000741	0.000003
937	2	2759611972	0.000743	0.000002
938	2	2759622192	0.000741	0.000002
939	2	2759629492	0.030045	0.029304
940	2	2759636792	0.001204	0.028841
941	2	2759651392	0.001886	0.000682
942	2	2759661612	0.000788	0.001098
943	2	2759665992	0.000883	0.000095
944	2	2759668912	0.000894	0.000011
945	2	2759679132	0.000746	0.000148
946	2	2759686432	0.000743	0.000003
947	2	2759690812	0.000740	0.000003
948	2	2759695192	0.007062	0.006322
949	2	2759701032	0.092676	0.085614
950	2	2759715632	0.001470	0.091206
951	2	2759720012	0.000074	0.001396
952	2	2759736072	0.001932	0.001858
953	2	2759744832	0.000928	0.001004
954	2	2759753592	0.000764	0.000164
955	2	2759756512	0.000820	0.000056
956	2	2759765272	0.002066	0.001246
957	2	2759769652	0.000867	0.001199
958	2	2759779872	0.001512	0.000645
959	2	2759785712	0.000766	0.000746
960	2	2759790092	0.001122	0.000356
961	2	2759797392	0.000814	0.000308
962	2	2759804692	0.006451	0.005637
963	2	2759819292	0.000022	0.006429
964	2	2759826592	0.007468	0.007446
965	2	2759829512	0.001326	0.006142
966	2	2759832432	0.000027	0.001299
967	2	2759845572	0.000744	0.000717
968	2	2759851412	0.001161	0.000417
969	2	2759861632	0.000741	0.000420
970	2	2759870392	0.000738	0.000003
971	2	2759874772	0.000739	0.000001
972	2	2759883532	0.000741	0.000002
973	2	2759893752	0.052446	0.051705
974	2	2759908352	0.132787	0.080341
975	2	2759922952	0.053761	0.079026
976	2	2759937552	0.000016	0.053745
977	2	2759940472	0.074788	0.074772
978	2	2759955072	0.000012	0.074776
979	2	2759957992	0.003639	0.003627
980	2	2759971132	0.001474	0.002165
981	2	2759975512	0.001283	0.000191
982	2	2759987192	0.000770	0.000513
983	2	2759991572	0.000766	0.000004
984	2	2759997412	0.000775	0.000009
985	2	2760007632	0.000777	0.000002
986	2	2760014932	0.004031	0.003254
987	2	2760020772	0.002192	0.001839
988	2	2760022232	0.002932	0.000740
989	2	2760035372	0.001831	0.001101
990	2	2760045592	0.002005	0.000174
991	2	2760049972	0.000879	0.001126
992	2	2760058732	0.000811	0.000068
993	2	2760061652	0.001483	0.000672
994	2	2760067492	0.000744	0.000739
995	2	2760074792	0.000758	0.000014
996	2	2760079172	0.015857	0.015099
997	2	2760086472	0.002919	0.012938
998	2	2760101072	0.001179	0.001740
999	2	2760115672	0.001941	0.000762
1000	2	2760127352	0.000756	0.001185
1001	2	2760133192	0.001494	0.000738
1002	2	2760137572	0.000765	0.000729
1003	2	2760146332	0.000775	0.000010
1004	2	2760150712	0.003375	0.002600
1005	2	2760153632	0.002183	0.001192
1006	2	2760166772	0.000025	0.002158
1007	2	2760182832	0.005701	0.005676
1008	2	2760197432	0.000014	0.005687
1009	2	2760200352	0.003229	0.003215
1010	2	2760213492	0.000154	0.003075
1011	2	2760214952	0.003548	0.003394
1012	2	2760217872	0.230175	0.226627
1013	2	2760218424	0.001165	0.229010
1014	2	2760228092	0.000744	0.000421
1015	2	2760232472	0.002945	0.002201
1016	2	2760247072	0.000009	0.002936
1017	2	2760249992	0.001480	0.001471
1018	2	2760254372	0.001341	0.000139
1019	2	2760268972	0.000021	0.001320
1020	2	2760271892	0.001037	0.001016
1021	2	2760279192	0.002917	0.001880
1022	2	2760293792	0.004902	0.001985
1023	2	2760308392	0.003975	0.000927
1024	2	2760322992	0.000008	0.003967
1025	2	2760325912	0.003637	0.003629
1026	2	2760340512	0.000016	0.003621
1027	2	2760343432	0.001240	0.001224
1028	2	2760358032	0.001516	0.000276
1029	2	2760362412	0.000760	0.000756
1030	2	2760371172	0.001240	0.000480
1031	2	2760379932	0.000760	0.000480
1032	2	2760388692	0.000760	0.000000
1033	2	2760394532	0.000752	0.000008
1034	2	2760404752	0.001378	0.000626
1035	2	2760407672	0.002931	0.001553
1036	2	2760422272	0.006002	0.003071
1037	2	2760436872	0.004923	0.001079
1038	2	2760451472	0.000032	0.004891
1039	2	2760454392	0.001566	0.001534
1040	2	2760460232	0.001045	0.000521
1041	2	2760471912	0.001171	0.000126
1042	2	2760482132	0.000765	0.000406
1043	2	2760486512	0.001497	0.000732
1044	2	2760495272	0.000761	0.000736
1045	2	2760504032	0.000763	0.000002
1046	2	2760509872	0.000761	0.000002
1047	2	2760517172	0.000761	0.000000
1048	2	2760525932	0.000762	0.000001
1049	2	2760534692	0.000758	0.000004
1050	2	2760536152	0.001210	0.000452
1051	2	2760546372	0.000778	0.000432
1052	2	2760550752	0.001038	0.000260
1053	2	2760559512	0.000776	0.000262
1054	2	2760568272	0.000778	0.000002
1055	2	2760574112	0.001324	0.000546
1056	2	2760588712	0.000011	0.001313
1057	2	2760593092	0.000971	0.000960
1058	2	2760598932	0.002024	0.001053
1059	2	2760600392	0.002532	0.000508
1060	2	2760613532	0.001525	0.001007
1061	2	2760617912	0.000785	0.000740
1062	2	2760628132	0.002058	0.001273
1063	2	2760642732	0.000019	0.002039
1064	2	2760645652	0.001515	0.001496
1065	2	2760650032	0.000786	0.000729
1066	2	2760660252	0.001099	0.000313
1067	2	2760663172	0.000761	0.000338
1068	2	2760664632	0.001168	0.000407
1069	2	2760674852	0.001692	0.000524
1070	2	2760683612	0.000780	0.000912
1071	2	2760689452	0.000763	0.000017
1072	2	2760693832	0.000762	0.000001
1073	2	2760702592	0.000784	0.000022
1074	2	2760711352	0.000825	0.000041
1075	2	2760718652	0.000766	0.000059
1076	2	2760723032	0.000780	0.000014
1077	2	2760727412	0.000802	0.000022
1078	2	2760728872	0.001395	0.000593
1079	2	2760731792	0.000760	0.000635
1080	2	2760737632	0.000771	0.000011
1081	2	2760742012	0.001463	0.000692
1082	2	2760756612	0.000010	0.001453
1083	2	2760759532	0.001565	0.001555
1084	2	2760765372	0.002205	0.000640
1085	2	2760779972	0.000014	0.002191
1086	2	2760785812	0.004221	0.004207
1087	2	2760791652	0.021254	0.017033
1088	2	2760793112	0.002143	0.019111
1089	2	2760797492	0.001755	0.000388
1090	2	2760812092	0.000033	0.001722
1091	2	2760815012	0.001870	0.001837
1092	2	2760829612	0.000017	0.001853
1093	2	2760833992	0.001591	0.001574
1094	2	2760839832	0.005204	0.003613
1095	2	2760854432	0.000015	0.005189
1096	2	2760857352	0.001883	0.001868
1097	2	2760866112	0.000947	0.000936
1098	2	2760871952	0.000857	0.000090
1099	2	2760880712	0.003023	0.002166
1100	2	2760895312	0.000013	0.003010
1101	2	2760898232	0.004653	0.004640
1102	2	2760912832	0.000013	0.004640
1103	2	2760918672	0.003019	0.003006
1104	2	2760921592	0.001471	0.001548
1105	2	2760924512	0.000044	0.001427
1106	2	2760936192	0.000770	0.000726
1107	2	2760939112	0.002660	0.001890
1108	2	2760953712	0.000018	0.002642
1109	2	2760956632	0.001766	0.001748
1110	2	2760965392	0.000772	0.000994
1111	2	2760974152	0.001065	0.000293
1112	2	2760984372	0.000762	0.000303
1113	2	2760985832	0.007089	0.006327
1114	2	2761000432	0.001558	0.005531
1115	2	2761006272	0.000076	0.001482
1116	2	2761022332	0.000014	0.000062
1117	2	2761038392	0.000020	0.000006
1118	2	2761041312	0.001637	0.001617
1119	2	2761048612	0.000989	0.000648
1120	2	2761050072	0.001635	0.000646
1121	2	2761055912	0.000721	0.000914
1122	2	2761061752	0.000760	0.000039
1123	2	2761064672	0.000773	0.000013
1124	2	2761073432	0.003064	0.002291
1125	2	2761088032	0.000016	0.003048
1126	2	2761093872	0.001373	0.001357
1127	2	2761096792	0.000760	0.000613
1128	2	2761102632	0.105920	0.105160
1129	2	2761112852	0.000765	0.105155
1130	2	2761114312	0.004344	0.003579
1131	2	2761128912	0.001794	0.002550
1132	2	2761137672	0.001003	0.000791
1133	2	2761143512	0.000760	0.000243
1134	2	2761146432	0.000781	0.000021
1135	2	2761155192	0.000763	0.000018
1136	2	2761163952	0.000784	0.000021
1137	2	2761169792	0.001016	0.000232
1138	2	2761178552	0.001842	0.000826
1139	2	2761187312	0.000069	0.001773
1140	2	2761201912	0.001494	0.001425
1141	2	2761206292	0.001045	0.000449
1142	2	2761219432	0.001314	0.000269
1143	2	2761228192	0.000764	0.000550
1144	2	2761236952	0.000763	0.000001
1145	2	2761241332	0.001192	0.000429
1146	2	2761242792	0.001172	0.000020
1147	2	2761253012	0.000772	0.000400
1148	2	2761257392	0.000749	0.000023
1149	2	2761263232	0.000745	0.000004
1150	2	2761271992	0.000745	0.000000
1151	2	2761279292	0.000758	0.000013
1152	2	2761285132	0.000755	0.000003
1153	2	2761295352	0.000754	0.000001
1154	2	2761296638	0.001048	0.000294
1155	3	3828070747	0.024135	0.024135
1156	3	3828072814	0.017951	0.006184
1157	4	757271498	1.177022	1.177022
1158	4	757272946	12.826287	11.649265
1159	4	757274394	1.187652	11.638635
1160	5	2158611338	0.025570	0.025570
1161	5	2158611655	0.031220	0.005650
1162	6	1357821490	0.021282	0.021282
1163	6	1357821510	0.020919	0.000363
1164	6	1357821530	0.022934	0.002015
1165	7	759906082	0.019142	0.019142
1166	7	759906134	0.018830	0.000312
1167	8	3736314958	0.101907	0.101907
1168	9	1491048603	0.030056	0.030056
1169	9	1491061443	0.034336	0.004280
1170	9	1491065803	0.255663	0.221327
1171	9	1491067236	0.027014	0.228649
1172	9	1491067864	0.032825	0.005811
1173	9	1491068855	0.226901	0.194076
1174	9	1491071961	0.027077	0.199824
1175	9	1491074857	0.025924	0.001153
1176	9	1491076305	0.026571	0.000647
1177	9	1491083545	0.027722	0.001151
1178	9	1491086441	0.253627	0.225905
1179	9	1491087317	0.027411	0.226216
1180	9	1491090213	0.027006	0.000405
1181	9	1491096266	0.026850	0.000156
1182	9	1491102058	0.000032	0.026818
1183	9	1491104954	0.000782	0.000750
1184	9	1491107850	0.000228	0.000554
1185	9	1491110746	0.000780	0.000552
1186	9	1491113642	0.000766	0.000014
1187	9	1491116538	0.025040	0.024274
1188	9	1491122330	0.026004	0.000964
1189	9	1491124594	0.026592	0.000588
1190	9	1491126810	0.027855	0.001263
1191	9	1491132602	0.232878	0.205023
1192	9	1491135265	0.027183	0.205695
1193	9	1491138161	0.025273	0.001910
1194	9	1491139887	0.025823	0.000550
1195	9	1491142783	0.026710	0.000887
1196	9	1491148575	0.000763	0.025947
1197	9	1491152919	0.026444	0.025681
1198	9	1491154367	0.025857	0.000587
1199	9	1491161607	0.025871	0.000014
1200	9	1491164503	0.026548	0.000677
1201	9	1491167399	0.025873	0.000675
1202	9	1491171743	0.025852	0.000021
1203	9	1491177535	0.000761	0.025091
1204	9	1491180431	0.000872	0.000111
1205	9	1491183327	0.000771	0.000101
1206	9	1491186223	0.000760	0.000011
1207	9	1491189119	0.000773	0.000013
1208	9	1491197807	0.025071	0.024298
1209	9	1491200703	0.025937	0.000866
1210	9	1491203599	0.026656	0.000719
1211	9	1491205047	0.026595	0.000061
1212	9	1491212287	0.028007	0.001412
1213	9	1491215183	0.025982	0.002025
1214	9	1491218079	0.026519	0.000537
1215	9	1491222423	0.010565	0.015954
1216	9	1491229663	0.015276	0.004711
1217	9	1491232559	0.026078	0.010802
1218	9	1491235455	0.025998	0.000080
1219	9	1491236172	0.027439	0.001441
1220	9	1491239068	0.021606	0.005833
1221	9	1491246308	0.233403	0.211797
1222	9	1491249204	0.028732	0.204671
1223	9	1491252100	0.228127	0.199395
1224	9	1491256444	0.030952	0.197175
1225	9	1491262236	0.000756	0.030196
1226	9	1491266580	0.026684	0.025928
1227	9	1491268028	0.012903	0.013781
1228	9	1491286852	0.030006	0.017103
1229	9	1491289748	0.025813	0.004193
1230	9	1491295540	0.000785	0.025028
1231	9	1491299884	0.025999	0.025214
1232	9	1491301332	0.025856	0.000143
1233	9	1491308572	0.028132	0.002276
1234	9	1491311468	0.260595	0.232463
1235	9	1491312916	0.027361	0.233234
1236	9	1491317260	0.465984	0.438623
1237	9	1491321604	0.026200	0.439784
1238	9	1491324500	0.027472	0.001272
1239	9	1491330292	0.000745	0.026727
1240	9	1491331740	0.320737	0.319992
1241	9	1491333188	0.617216	0.296479
1242	9	1491338980	0.026558	0.590658
1243	9	1491341876	0.026421	0.000137
1244	9	1491346220	0.028281	0.001860
1245	9	1491347668	0.301092	0.272811
1246	9	1491358239	0.029358	0.271734
1247	9	1491361135	0.027040	0.002318
1248	9	1491368375	0.025879	0.001161
1249	9	1491371271	0.019462	0.006417
1250	9	1491394439	0.025880	0.006418
1251	9	1491397335	0.025926	0.000046
1252	9	1491403127	0.000943	0.024983
1253	9	1491406023	0.027070	0.026127
1254	9	1491413263	0.000157	0.026913
1255	9	1491416159	0.026832	0.026675
1256	9	1491419055	0.028947	0.002115
1257	9	1491422892	0.026591	0.002356
1258	9	1491424610	0.026610	0.000019
1259	9	1491426709	0.026539	0.000071
1260	9	1491428710	0.026454	0.000085
1261	9	1491430065	0.026785	0.000331
1262	9	1491451785	0.025809	0.000976
1263	9	1491454681	0.025891	0.000082
1264	9	1491457577	0.028068	0.002177
1265	9	1491457645	0.026765	0.001303
1266	9	1491460541	0.025031	0.001734
1267	9	1491463437	0.002467	0.022564
1268	9	1491483709	0.481935	0.479468
1269	9	1491486605	0.026504	0.455431
1270	9	1491488427	0.027006	0.000502
1271	9	1491495162	0.027748	0.000742
1272	9	1491498058	0.001257	0.026491
1273	9	1491501374	0.027515	0.026258
1274	9	1491502721	0.026722	0.000793
1275	9	1491511409	0.026094	0.000628
1276	9	1491512857	0.265672	0.239578
1277	9	1491514625	0.027765	0.237907
1278	9	1491517521	0.026904	0.000861
1279	9	1491517883	0.026923	0.000019
1280	9	1491521345	0.026439	0.000484
1281	9	1491522558	0.027608	0.001169
1282	9	1491528350	0.000762	0.026846
1283	9	1491529575	0.039788	0.039026
1284	9	1491531216	0.030755	0.009033
1285	10	1933103140	0.024844	0.024844
1286	10	1933105509	0.023004	0.001840
1287	10	1933106137	0.023696	0.000692
1288	10	1933107162	0.023502	0.000194
1289	10	1933108610	0.241678	0.218176
1290	10	1933110883	0.022946	0.218732
1291	10	1933113779	0.021132	0.001814
1292	10	1933116675	0.005949	0.015183
1293	10	1933129707	0.000776	0.005173
1294	10	1933135499	0.116969	0.116193
1295	10	1933161563	0.020981	0.095988
1296	10	1933177491	0.020145	0.000836
1297	10	1933184731	0.020118	0.000027
1298	10	1933194867	0.019262	0.000856
1299	10	1933197763	0.009267	0.009995
1300	10	1933203555	0.000748	0.008519
1301	10	1933207899	0.020559	0.019811
1302	10	1933212152	0.022907	0.002348
1303	10	1933215048	0.686918	0.664011
1304	10	1933216496	0.021133	0.665785
1305	10	1933217944	0.000777	0.020356
1306	10	1933219392	0.020130	0.019353
1307	10	1933221450	0.021633	0.001503
1308	10	1933222078	0.232782	0.211149
1309	10	1933223526	0.020864	0.211918
1310	10	1933224974	0.000748	0.020116
1311	10	1933230766	0.000822	0.000074
1312	10	1933236558	0.000762	0.000060
1313	10	1933239454	0.000766	0.000004
1314	10	1933243798	0.024879	0.024113
1315	10	1933247735	0.021755	0.003124
1316	10	1933253527	0.020905	0.000850
1317	10	1933263663	0.020483	0.000422
1318	10	1933264143	0.026230	0.005747
1319	10	1933268487	0.233918	0.207688
1320	10	1933273175	0.021938	0.211980
1321	10	1933276071	0.021671	0.000267
1322	10	1933281863	0.000758	0.020913
1323	10	1933282756	0.026881	0.026123
1324	10	1933288548	0.020922	0.005959
1325	10	1933295557	0.022938	0.002016
1326	10	1933298453	0.000774	0.022164
1327	10	1933301349	0.019985	0.019211
1328	10	1933302441	0.022333	0.002348
1329	10	1933303853	0.025182	0.002849
1330	10	1933305613	0.024171	0.001011
1331	10	1933307053	0.021784	0.002387
1332	10	1933307610	0.021912	0.000128
1333	10	1933309206	0.021947	0.000035
1334	10	1933310757	0.024205	0.002258
1335	10	1933312381	0.022155	0.002050
1336	10	1933313726	0.021994	0.000161
1337	10	1933315441	0.021808	0.000186
1338	10	1933319785	0.238386	0.216578
1339	10	1933322855	0.021798	0.216588
1340	10	1933324304	0.022311	0.000513
1341	10	1933330096	0.000747	0.021564
1342	10	1933332992	0.020119	0.019372
1343	10	1933335888	0.000746	0.019373
1344	10	1933338784	0.020091	0.019345
1345	10	1933341680	0.001478	0.018613
1346	10	1933344576	0.019954	0.018476
1347	10	1933347472	0.000946	0.019008
1348	10	1933350368	0.020940	0.019994
1349	10	1933351816	0.504832	0.483892
1350	10	1933372088	0.024193	0.480639
1351	10	1933377880	0.001217	0.022976
1352	10	1933380776	0.000747	0.000470
1353	10	1933385120	0.022097	0.021350
1354	10	1933388016	0.000748	0.021349
1355	10	1933389464	0.020976	0.020228
1356	10	1933390912	0.848370	0.827394
1357	10	1933398152	0.020101	0.828269
1358	10	1933402496	0.020160	0.000059
1359	10	1933408288	0.000766	0.019394
1360	10	1933410537	0.024860	0.024094
1361	10	1933420673	0.021585	0.003275
1362	10	1933426465	0.021188	0.000397
1363	10	1933430809	0.003222	0.017966
1364	10	1933433705	0.000762	0.002460
1365	10	1933436601	0.021435	0.020673
1366	10	1933443841	0.000758	0.020677
1367	10	1933446737	0.020324	0.019566
1368	10	1933449633	0.000746	0.019578
1369	10	1933459769	0.021798	0.021052
1370	10	1933467009	0.020904	0.000894
1371	10	1933474249	0.024151	0.003247
1372	10	1933475697	0.250731	0.226580
1373	10	1933477145	0.458894	0.208163
1374	10	1933478593	0.940918	0.482024
1375	10	1933481489	0.026270	0.914648
1376	10	1933485833	1.839292	1.813022
1377	10	1933487281	0.020963	1.818329
1378	10	1933493073	0.020151	0.000812
1379	10	1933501761	0.000763	0.019388
1380	10	1933505852	0.023178	0.022415
1381	10	1933506948	0.021534	0.001644
1382	10	1933507881	0.021554	0.000020
1383	10	1933508464	0.021826	0.000272
1384	10	1933510795	0.022493	0.000667
1385	10	1933512142	0.022887	0.000394
1386	10	1933515038	0.020219	0.002668
1387	10	1933523726	0.020957	0.000738
1388	10	1933526622	0.249788	0.228831
1389	10	1933528070	0.020655	0.229133
1390	10	1933532414	0.018233	0.002422
1391	10	1933536758	0.020924	0.002691
1392	10	1933539654	0.020931	0.000007
1393	10	1933545446	0.020939	0.000008
1394	10	1933548342	0.248741	0.227802
1395	10	1933549790	0.020104	0.228637
1396	10	1933554134	0.020116	0.000012
1397	10	1933556375	0.023093	0.002977
1398	10	1933562167	0.000781	0.022312
1399	10	1933566511	0.021326	0.020545
1400	10	1933570855	0.020958	0.000368
1401	10	1933579543	0.020941	0.000017
1402	10	1933582439	0.020963	0.000022
1403	10	1933585335	0.026788	0.005825
1404	10	1933589679	0.021650	0.005138
1405	10	1933598367	0.021838	0.000188
1406	10	1933608503	0.029933	0.008095
1407	10	1933611284	0.021784	0.008149
1408	10	1933617076	0.022154	0.000370
1409	10	1933620763	0.022360	0.000206
1410	10	1933626555	0.223417	0.201057
1411	10	1933628888	0.021808	0.201609
1412	10	1933631784	0.020776	0.001032
1413	10	1933633049	0.027365	0.006589
1414	10	1933634489	0.022767	0.004598
1415	10	1933635799	0.027162	0.004395
1416	10	1933636425	0.021948	0.005214
1417	10	1933637475	0.023087	0.001139
1418	10	1933639960	0.021901	0.001186
1419	11	3378120895	0.001429	0.001429
1420	11	3378120895	0.002815	0.001386
1421	11	3378122448	9.996844	9.994029
1422	12	3603929505	0.002274	0.002274
